Project_ID,Project_Name,Ministry,Sector,State,Start_Date,Target_DOC,Original_Cost_Cr,Cumulative_Expenditure_Cr,Physical_Progress_Pct,Expenditure_Pct_of_Original_Cost,Revised_Cost_Cr,Cost_Overrun_Cr,Cost_Overrun_Pct,Cost_Overrun_Flag,Revised_DOC,Time_Overrun_Days,Time_Overrun_Months,Time_Overrun_Flag
618294,Improvement and Widening of National Highway No. 127B Darugiri - Songsak - Williamnagar Junction Section to two lane with paved shoulder from design Km 0000 to Km 36635 Design length 36.635 Km existing Km 112000 to Km 151060 of NH-1278 under Bharatmala Pariyojana Lot-1 Pkg-1B Meghalaya portion (NHIDCL) (618294),Ministry of Road Transport & Highways,Roads & Highways,Meghalaya,9/1/2025,9/1/2027,801.07,64.53,24.74,8.0555,801.07,0,0,0,9/1/2027,0,0,0
618295,Improvement/Widening of New NH-217 Dainadubi-Darugiri section to Two lane with paved shoulder in Meghalaya from design Km 0000 to Km 40840 existing Km 8600 to Km 53000 of Old NH-62 under BMP Lot-1 Pkg-1B Meghalaya portion (NHIDCL) (618295),Ministry of Road Transport & Highways,Roads & Highways,Meghalaya,3/1/2025,3/1/2027,705.83,0,42.09,0,705.83,0,0,0,3/1/2027,0,0,0
618296,Balance work of Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 old NH-150 from existing km 98.380 near Chizami vill. to km120.367 Nagaland/Manipur Border [Design km 95.700 to design km 117.200] [Design Length 21.500 km] in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode Package-V under NHO (NHIDCL) (618296),Ministry of Road Transport & Highways,Roads & Highways,Nagaland,11/1/2023,11/1/2025,330.8,0,93.04,0,330.8,0,0,0,6/1/2026,212,6.97,1
618297,Construction of 2-lane with hard shoulder of Kohima - Jessami road on NH-29 Old NH-150 from existing Km 30.474 Near Kidwema road Chakahabama to existing Km 53.220 Near Kikruma Village Design Km 29.60 to Km 51.50 Design length-21.90 Km in the state of Nagaland Under Bharatmala Pariyojna on EPC Mode under NHO Package-II -Balance work (NHIDCL) (618297),Ministry of Road Transport & Highways,Roads & Highways,Nagaland,1/1/2024,1/1/2026,355.79,0,43.13,0,355.79,0,0,0,12/1/2026,334,10.97,1
618298,Widening/Improvement of existing 2-Lane road to 4-Lane Divided Highway from Sekmai to Nilakuthi section of Imphal-Kohima Road Design Chainage from Km 297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5B (NHIDCL) (618298),Ministry of Road Transport & Highways,Roads & Highways,Manipur,7/1/2021,1/1/2023,211.7,237.43,91.76,112.154,211.7,0,0,0,6/1/2026,1247,40.97,1
618299,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway from Daili to Kuraopokpi section of Imphal-Kohima road NH-02 Design Chainage from Km 274610 to Km 287000 in the state of Manipur on EPC mode Pkg-4B (NHIDCL) (618299),Ministry of Road Transport & Highways,Roads & Highways,Manipur,12/1/2024,6/1/2026,268.98,0,56.16,0,268.98,0,0,0,1/1/2027,214,7.03,1
618300,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway from Taphukuki to Daili section of Imphal-Kohima road NH-02 Design Chainage from Km 262175 to Km 274610 in the state of Manipur on EPC mode Pkg-4A (NHIDCL) (618300),Ministry of Road Transport & Highways,Roads & Highways,Manipur,10/1/2020,4/1/2022,379.39,302.13,91.31,79.6357,379.39,0,0,0,8/1/2026,1583,52.01,1
618301,Widening/Improvement of existing 2-lane to 4-Lane Divided Highway from Kuraopokpi to Sekmai section of Imphal-Kohima Road Design Ch. km 287.00 to 297.700 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5A (NHIDCL) (618301),Ministry of Road Transport & Highways,Roads & Highways,Manipur,2/1/2025,8/1/2026,228.97,33.77,48.16,14.7487,228.97,0,0,0,8/1/2026,0,0,0
618302,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch corner road section of NH-202 from Km 16.900 to Km 30.970 of NH-202 in the state of Manipur on EPC mode Package-2 (NHIDCL) (618302),Ministry of Road Transport & Highways,Roads & Highways,Manipur,7/1/2020,6/1/2022,256.04,0,97.12,0,256.04,0,0,0,6/1/2026,1461,48,1
618303,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch corner road section of NH-202 from Km 0.000 to Km 16.900 of NH-202 in the state of Manipur on EPC mode Package-1 (NHIDCL) (618303),Ministry of Road Transport & Highways,Roads & Highways,Manipur,7/1/2020,6/1/2022,222.77,0,88.85,0,222.77,0,0,0,4/1/2026,1400,46,1
618304,"Widening/Improvement to 2 Lane with earthen shoulder of Jessami to Laynen bridge Nagaland border section of NH-29 of Imphal -Ukhrul - Jessami Economic Corridor from km 0.000 to km 11.009 in the State of Manipur on EPC mode under Bharatmala Pariyojana, under NHO-NE Package-7 (NHIDCL) (618304)",Ministry of Road Transport & Highways,Roads & Highways,Manipur,12/1/2024,6/1/2026,164.89,125.76,23.56,76.269,164.89,0,0,0,10/1/2026,122,4.01,1
618305,Widening/Improvement to 2 lane with earthen shoulder of Marrem Khullen to Jessami section of NH-202 of Imphal - Ukhrul - Jessami Economic Corridor from Design Chainage km 95.700 to km 140.180 in the State of Manipur on EPC mode under Bharatmala Pariyojana under NHO-NE Package-6 (NHIDCL) (618305),Ministry of Road Transport & Highways,Roads & Highways,Manipur,12/1/2024,12/1/2026,554.66,201.52,22.55,36.3322,554.66,0,0,0,12/1/2026,0,0,0
618306,"Widening/Improvement to 2 lane with earthen shoulder of Choithar to Marrem Khullen section of NH-202 of Imphal Ukhrul Jessami Economic Corridor from Design Chainage km 53.110 to km 95.700 in the State of Manipur on EPC mode under Bharatmala Pariyojana, under NHO-NE Package-5 (NHIDCL) (618306)",Ministry of Road Transport & Highways,Roads & Highways,Manipur,5/1/2025,3/1/2027,564.05,72.58,14.08,12.8677,564.05,0,0,0,5/1/2027,61,2,1
618308,Construction of 4-Lane Panchgram Bypass from Design Chainage km 15500 on NH-37 Old NH-53 at Kalinagar Pt.-I Village to Design Chainage km 27300 at crossing with NH-6 Old NH-44 Near Siddeswar Pt.-I Village on Silchar - Churaibari stretch in the State of Assam on EPC Mode under Bharatmala Pariyojana in Economic Corridors Silchar- Churaibari Package-2 (NHIDCL) (618308),Ministry of Road Transport & Highways,Roads & Highways,Assam,8/1/2024,2/1/2027,676.18,0,57.17,0,728.97,52.79,7.8071,1,2/1/2027,0,0,0
618309,Widening/lmprovement to 4-Laning and Greenfield alignment with Paved shoulder of Silchar-Badarpur Churaibari section of NH-37 & NH-8 from Design chainage 38.600 End point of proposed Badarpur Bypass to Km. 62.800 Start point of proposed Nilambazar/Cheragi Bypass in the state of Assam on HAM Mode Package-4 (NHIDCL) (618309),Ministry of Road Transport & Highways,Roads & Highways,Assam,8/1/2025,8/1/2027,1319.55,0,14.6,0,1319.55,0,0,0,8/1/2027,0,0,0
618310,Widening/lmprovement to 4-L of Karimgani - sutarkandi section of NH 37 from design Ch 0020 Start of proposed Karimganj Bypass from NH -8 to design Chainage Km 14380 near Sutarkandi Spur Connectivity to Indo/Bangladesh Border on Silchar-Churaibari in the State of Assam on HAM Mode Package-7 (NHIDCL) (618310),Ministry of Road Transport & Highways,Roads & Highways,Assam,2/1/2025,2/1/2027,791.79,0.06,40.4,0.0076,791.79,0,0,0,2/1/2027,0,0,0
618311,Widening/lmprovement to 4-Lane with Paved shoulder for existing as well as Greenfield alignment of Badarpur Churaibari section of NH-8 from Design chainage 87.700 Chandkhira to Km. 106.500 Churaibari section Assam-Tripura border in the state of Assam on HAM Mode Package-6 (NHIDCL) (618311),Ministry of Road Transport & Highways,Roads & Highways,Assam,3/1/2025,3/1/2027,870,0,31.83,0,870,0,0,0,3/1/2027,0,0,0
618312,Widening/lmprovement to 4-Lane with Paved Shoulder from existing road and Greenfield alignment form Design Ch. 62.800 start of proposed Nilambazar/Cheragi Bypass to Design Ch. 87.700 near Chandkhira Village of NH-8 on Silchar-Churaibari in the state of Assam on HAM Mode Package-5 (NHIDCL) (618312),Ministry of Road Transport & Highways,Roads & Highways,Assam,4/1/2025,10/1/2027,1258.13,0,11,0,1258.13,0,0,0,10/1/2027,0,0,0
618313,Widening/lmprovement of Existing 2 lane to 4-Laning of Karimganj-Silchar section of NH-37 from Design Ch 0.000 near Silchar ISBT to Design Ch 15.970 near Kalinagar Pt I on NH-37 in Assam on HAM Mode Pkg-1 (NHIDCL) (618313),Ministry of Road Transport & Highways,Roads & Highways,Assam,9/1/2025,9/1/2027,1181.55,0,0,0,1181.55,0,0,0,9/1/2027,0,0,0
618314,4-Laning of Dhanehari Lailapur / Vairengte section from Existing Chainage km 12920 to km 43000 of NH 306 Design Chainage km 20000 to km 49360 on Silchar - Vairengte Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode. Project Length 29.360 km under NHO-NE Package-2 (NHIDCL) (618314),Ministry of Road Transport & Highways,Roads & Highways,Assam,2/1/2024,8/1/2026,1716.21,937.33,79.34,54.6163,1716.21,0,0,0,8/1/2026,0,0,0
618315,4-Laning of Silchar - Dhanehari section from Existing Chainage km 263800 of NH 37 to km 12920 of NH 306 Design Chainage km 0000 to km 20000 on Silchar - Vairengte - Sairang road in the State of Assam under Bharatmala Pariyojna on EPC mode Package-1 (NHIDCL) (618315),Ministry of Road Transport & Highways,Roads & Highways,Assam,1/1/2024,7/1/2026,1256.9,551.61,55.46,43.8865,1256.9,0,0,0,7/1/2026,0,0,0
618316,4-Laning of Vairengte - Chhimluang section Package-3 of NH-306 from Existing Chainage km 43000 to Km 59700 Design Chainage km 46000 to km 60850 on Silchar - Vairengte- Sairang road in the State of Mizoram under Bharatmala Pariyojna under NHO-NE. Package-1&2 in Assam state (NHIDCL) (618316),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2025,1/1/2027,491.39,34.51,17.86,7.0229,491.39,0,0,0,12/1/2026,-31,-1.02,0
618317,4-Laning of chhimluang-Kolasib from section pkg-4 of NH-306 & NH-6 existing chainage km 59700 to km 86000 design chainage km 61000 to km 77500 on Silchar-vairengte-sairang road in the state of Mizoram under Bharatmala Pariyojna on EPC mode Vairengte - Sairang Pkg-4 (NHIDCL) (618317),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2025,1/1/2027,561.91,0,17.12,0,561.91,0,0,0,12/1/2026,-31,-1.02,0
618318,4-Laning of Kolasib - Sethawn section Package-5 of NH-6 from Existing Chainage km 86000 to km 107850 Design Chainage km 77500 to km 95500 on silchar - vairengte - sairang road under Bharatmala Pariyojna on EPC mode under NHO-NE Vairengte - Sairang Pkg-5 (NHIDCL) (618318),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2025,7/1/2027,720.4,40.57,11.86,5.6316,720.4,0,0,0,6/1/2027,-30,-0.99,0
618319,"4-Laning of Sethawn - N. Kawnpui section Package-6 of NH-6 from Existing Chainage km 107850 to km 126315 Design Chainage km 95500 to km 111850 on Silchar-Vairengte- Sairang road, Vairengte - Sairang Pkg-6 (NHIDCL) (618319)",Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2025,1/1/2027,595.65,21.02,6.72,3.5289,595.65,0,0,0,12/1/2026,-31,-1.02,0
618320,Construction of 4-Laning of N. Kawnpui N. Mualvum Mualkhang via Khamrang Village section Package-7 of NH-6 from Existing Chainage km 127200 to km 142000 Design Chainage km 111850 to km 123400 on Silchar - Vairengte - Sairang road in the State of Mizoram on EPC mode (NHIDCL) (618320),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,10/1/2025,10/1/2028,866.32,0,18.9,0,866.32,0,0,0,,,,
618321,Construction of 4-Laning of West Serawlg-Sairang section of NH-6 from Existing Chainage km 142000 to km 158900 Design Chainage km 123400 to km 136260 on Silchar - Vairengte - Sairang road in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-8 (NHIDCL) (618321),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,11/1/2025,11/1/2028,875.79,0,13.95,0,875.79,0,0,0,,,,
618323,Construction of Twin Tube Uni-directional Aizawl Bypass Tunnel of 2.5 km and its approaches of 2.1 km from km 10.600 to km 15.200 on Sarrang - Phaibawk section of NH-6 in the State of Mizoram on EPC Mode under NHO-NE Package- 2 (NHIDCL) (618323),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,12/1/2025,12/1/2028,1313.28,0,0,0,1313.28,0,0,0,,,,
618324,Construction of 2-lane Aizawl Bypass from km 15.200 to km 34.500 Package-3 on Sairang - Phaibawk section of NH-6 in the State of Mizoram under Bharatmala Pariyojna on EPC Mode under NHO-NE (NHIDCL) (618324),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,10/1/2025,11/1/2028,720.72,0,15.1,0,720.72,0,0,0,,,,
618325,Dillai to Lahorijan Package-7 (NHIDCL) (618325),Ministry of Road Transport & Highways,Roads & Highways,Assam,1/1/2023,7/1/2024,204.1,0,0,0,204.1,0,0,0,12/1/2025,518,17.02,1
618326,Widening/Improvement to 4-Lane with Paved Shoulder from KM 38500 to Km 51246 Design Chainage 38500 to 50959 with proposed Daboka Bypass of Daboka-Parokhaowa of NH 29 on EPC under NHO-NE Package-1 (NHIDCL) (618326),Ministry of Road Transport & Highways,Roads & Highways,Assam,11/1/2023,11/1/2025,516.88,0,98.41,0,516.88,0,0,0,6/1/2026,212,6.97,1
618327,Widening/Improvement to 4-Lane with Paved Shoulder from KM 113300 to Km 146230 Design Chainage 113830 to 145712 of Kwaram Taro Village - Dillai Section in Assam on EPC Package-6 (NHIDCL) (618327),Ministry of Road Transport & Highways,Roads & Highways,Assam,7/1/2022,7/1/2024,625.64,0,0,0,625.64,0,0,0,3/1/2025,243,7.98,1
618328,4-Laning of Balance work of Dimapur-Kohima Road from design km 152.490 to km 166.700 Existing km 156.000 to km 172.900 Excluding Dimapur & Kohima Bypass under SARDP-NE Package-III (NHIDCL) (618328),Ministry of Road Transport & Highways,Roads & Highways,Nagaland,9/1/2023,9/1/2025,562.98,119.71,82.59,21.2636,794.75,231.77,41.1684,1,,,,
618331,lmprovement to 4-Lane with Paved Shoulder from existing km 260000 Design Ch.4560 km to existing km Ch.233000 D. Ch.24560 of Silchar near Nutan Dayapur village - Budha Nagar Section Length-20.00 Km of NH-37 under Package Silchar-Jiribam Pkg-1 in the state of Assam on HAM Mode (NHIDCL) (618331),Ministry of Road Transport & Highways,Roads & Highways,Assam,1/1/2025,1/1/2028,957.95,149.54,36.56,15.6104,957.95,0,0,0,1/1/2028,0,0,0
618333,Widening to 2 lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 169570 Near Nungkao vlllage under Tamenglong District to km 205974 near Jiribam Bridge under Jiribam district under NHO-NE PKG-7 (NHIDCL) (618333),Ministry of Road Transport & Highways,Roads & Highways,Manipur,12/1/2023,12/1/2025,760.16,419.61,91.32,55.2002,760.16,0,0,0,6/1/2026,182,5.98,1
618334,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 131.280 to km 169.570 on EPC mode in Manipur under NHO-TSP PKG-6 (NHIDCL) (618334),Ministry of Road Transport & Highways,Roads & Highways,Manipur,2/1/2023,2/1/2025,504.76,308.08,95.2,61.0349,504.76,0,0,0,6/1/2026,485,15.93,1
618335,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from Km 101280 Near Khongsang Village to Km 131280 near Puilon Kambiron Village on EPC Mode in Manipur PKG-5 (NHIDCL) (618335),Ministry of Road Transport & Highways,Roads & Highways,Manipur,11/1/2022,5/1/2024,410.68,341.99,89.95,83.2741,410.68,0,0,0,6/1/2026,761,25,1
618336,Widening to 2 -Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 66.110 km to 101.280 Km Existing Chainage km 67.496 to km 103.557 on EPC Mode in Manipur PKG-4 (NHIDCL) (618336),Ministry of Road Transport & Highways,Roads & Highways,Manipur,6/1/2022,12/1/2023,579.63,381.11,85.89,65.7506,579.63,0,0,0,7/1/2026,943,30.98,1
618337,Widening to 2 -Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 33.000 km to 66.390 Km Existing Chainage from km 33.395 to km 67.496 on EPC Mode in Manipur PKG-3 (NHIDCL) (618337),Ministry of Road Transport & Highways,Roads & Highways,Manipur,9/1/2021,3/1/2023,467,571.25,86.33,122.3233,467,0,0,0,3/1/2026,1096,36.01,1
618339,Widening/Improvement to 2-Lane Lane with Paved Shoulder from km 16900 Bogapani to km 27150 Golai Goan on existing Dibrugarh to Ledo section with proposed Digboi Bypass Green Field and Brownfield 2-LanePS of NH-315 OLD NH-38 in Tinsukia District under NHO- NE Package-4 (NHIDCL) (618339),Ministry of Road Transport & Highways,Roads & Highways,Assam,12/1/2023,12/1/2026,356.65,0,20.45,0,356.65,0,0,0,,,,
618340,Widening/Improvement to 4-Lane with Paved Shoulder from km 626030 Nalani hulla Gaon to km 650450 Chotahapjan on existing Tinsukhia -Makum Bypass of NH-15 OLD NH-37 and Strengthening of existing NH-315 OLD NH-38 from Km 0000 Chotahapjan to Km 16900 Bogapani section 2-Lane PS in Assam on EPCMode under NHO-NE Package-3 (NHIDCL) (618340),Ministry of Road Transport & Highways,Roads & Highways,Assam,5/1/2023,5/1/2025,458.59,236.85,85.15,51.6474,458.59,0,0,0,7/1/2026,426,14,1
618341,Up-gradation to 2-lane with paved shoulders of Ngopa - Pawlrang section of NH 102B of Aizawl - Imphal Economic Corridor from Existing Chainage km 32.796 to km 72.030 [Design Chainage km 31.280 to km 68.170] in the State of Mizoram under Bharatmala Pariyojna on EPC mode under NHO-NE Package-2 Keifang- Tuivai Pkg-2 (NHIDCL) (618341),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,9/1/2023,2/1/2025,523.78,394.29,95.31,75.2778,523.78,0,0,0,6/1/2026,485,15.93,1
618342,Rehabilitation and upgradation to 2 Lane with Paved shoulder of Economic corridor of NH-6 from Design chaiange Km 0.000 to Km 13.510 Package-1 in the state of Mizoram under Bharatmala Pariyojana on EPC mode (NHIDCL) (618342),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2020,6/1/2022,206.9,0,0,0,206.9,0,0,0,6/1/2024,731,24.02,1
618343,"Rehabilitation and Up gradation to 2-lane with paved shoulder of Keifang Section Economic Corridor of NH-06 from Existing Chainage Km 30050 Keifang to Km 50360 Keifang, Design Chainage Km 27400 to Km 45040 PkgIII in the State of Mizoram under Bharatmala Pariyojna on EPC Mode Seling-Dulte - III (NHIDCL) (618343)",Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2020,6/1/2022,292.23,0,0,0,292.23,0,0,0,12/1/2024,914,30.03,1
618344,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH- 102B from Design Chainage 69.875 Km to 121.769 Km in the State of Manipur on EPC mode Package-3 (NHIDCL) (618344),Ministry of Road Transport & Highways,Roads & Highways,Manipur,8/1/2021,8/1/2023,673.27,508.53,83.6,75.5314,673.27,0,0,0,12/1/2026,1218,40.02,1
618345,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section from Km 48.587 to Km 69.875 in the State of Manipur on EPC mode under NHO Package-2B (NHIDCL) (618345),Ministry of Road Transport & Highways,Roads & Highways,Manipur,8/1/2020,8/1/2022,365.53,187.39,87.28,51.2653,365.53,0,0,0,7/1/2026,1430,46.98,1
618346,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH- 102B from km 32.835 to km 48.587 in the State of Manipur on EPC mode under NHO Package-2A (NHIDCL) (618346),Ministry of Road Transport & Highways,Roads & Highways,Manipur,7/1/2020,6/1/2022,232.99,150.9,100,64.7667,232.99,0,0,0,3/1/2026,1369,44.98,1
618347,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH- 102B from km 13.747 to km 32.835 in the State of Manipur on EPC mode under NHO Package-1B (NHIDCL) (618347),Ministry of Road Transport & Highways,Roads & Highways,Manipur,7/1/2020,6/1/2022,241.52,152.86,100,63.2908,241.52,0,0,0,3/1/2026,1369,44.98,1
618348,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from km 130.000 to km 141.029 Package-4B in the State of Manipur on EPC Mode (NHIDCL) (618348),Ministry of Road Transport & Highways,Roads & Highways,Manipur,11/1/2025,11/1/2026,177.76,2.62,4.45,1.4739,177.76,0,0,0,11/1/2026,0,0,0
618349,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from Design Chainage km 118850 to km 130000 Package-4A in the State of Manipur on EPC Mode (NHIDCL) (618349),Ministry of Road Transport & Highways,Roads & Highways,Manipur,8/1/2025,8/1/2026,204.12,0,22.5,0,204.12,0,0,0,8/1/2026,0,0,0
618350,Improvement & widening of existing NH-08 to 4-lane with Paved Shoulder from Champak Nagar to Khayerpur section design Km 242500 to Km 261610 in the state of Tripura on EPC basis under NHO-NE (NHIDCL) (618350),Ministry of Road Transport & Highways,Roads & Highways,Tripura,9/1/2024,9/1/2026,920.66,0,43.8,0,920.66,0,0,0,3/1/2027,181,5.95,1
618351,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 156.489 near P. Leikul to km 176.410 near Borowapu on EPC mode under NHO-NE Assam portion Package-10 (NHIDCL) (618351),Ministry of Road Transport & Highways,Roads & Highways,Assam,8/1/2023,8/1/2025,890.33,588.02,90.5,66.0452,693.15,-197.18,-22.1468,0,9/1/2026,396,13.01,1
618352,Widening & Upgradation to 2 lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 136.500 near Hejaichak to km 156.489 near P. Leikul Package-9 on EPC mode under NHO-NE Package- 9 (NHIDCL) (618352),Ministry of Road Transport & Highways,Roads & Highways,Assam,8/1/2023,8/1/2025,860.37,545.83,87.5,63.4413,614.43,-245.94,-28.5854,0,7/1/2026,334,10.97,1
618353,Widening & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 116.480 near Hangrum to km 136.500 near Hejaichak Package-8 on EPC mode under NHO-NE Package 8 (NHIDCL) (618353),Ministry of Road Transport & Highways,Roads & Highways,Assam,8/1/2023,8/1/2025,904.04,538.33,85.2,59.5471,904.04,0,0,0,9/1/2026,396,13.01,1
618354,Wideinig & Upgradation to 2-lanes with paved shoulders road from Tamenglong to Mahur NH-137 in the State of Assam starting from km 96.870 near Jiri River to km 116.550 near Hangrum Package-7 on EPC mode Package7 (NHIDCL) (618354),Ministry of Road Transport & Highways,Roads & Highways,Assam,3/1/2024,3/1/2026,846.82,0,85.29,0,846.82,0,0,0,12/1/2026,275,9.03,1
618355,"Construction of of 2 -Lane with paved shoulders road from Tamenglong-Tousem- Lisang-Mahur Road NH-137 starting near Dialong Village from km 10.000 at Dialong to km 31.430 near Old Tamenglong , near Barak River on EPC Mode Package-2 (NHIDCL) (618355)",Ministry of Road Transport & Highways,Roads & Highways,Manipur,9/1/2021,3/1/2023,483.87,363.16,95.28,75.0532,483.87,0,0,0,3/1/2026,1096,36.01,1
618356,Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur in the state of Manipur from km 31.430 at Old Tamenglong to km 43.480 ending near Phelong on EPC Mode Package-3 (NHIDCL) (618356),Ministry of Road Transport & Highways,Roads & Highways,Manipur,6/1/2021,12/1/2022,234.08,197.91,100,84.548,234.08,0,0,0,4/1/2026,1217,39.98,1
618357,Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur NH-137 in Manipur starting from km 54.180 near Azuram to km 80.630 near Mandeu on EPC Mode Package 5 (NHIDCL) (618357),Ministry of Road Transport & Highways,Roads & Highways,Manipur,11/1/2021,5/1/2023,477.86,330.1,84.87,69.0788,477.86,0,0,0,1/1/2026,976,32.07,1
618358,Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur NH-137 starting from km 80.630 near Mandeu to km 96.870 near Jiri River on EPC Mode Package-6 (NHIDCL) (618358),Ministry of Road Transport & Highways,Roads & Highways,Manipur,11/1/2021,5/1/2023,311.18,230.69,86.73,74.1339,311.18,0,0,0,12/1/2025,945,31.05,1
618359,Widening/Improvement to 4-Lane with Paved Shoulder from km 55000 Nagabang Gamsuk to km 82514 Oyan in the State of Assam and Arunachal Pradesh on EPC mode under Bharatmala Pariyojna of Length 27.514 Km Package-3 (NHIDCL) (618359),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Assam, Arunachal Pradesh)",9/1/2024,3/1/2027,665.47,305.63,96.7,45.9269,665.47,0,0,0,3/1/2027,0,0,0
618362,Construction of 2-laning with hard shoulder of Lunglei to Chhumkhum from Design Chainage Km 0.000 to Km 37.420 of NH-302 [Lunglei-Tlabung] Package- A (NHIDCL) (618362),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,6/1/2021,12/1/2022,698.45,557.98,64.78,79.8883,698.45,0,0,0,6/1/2026,1278,41.99,1
618363,Construction of 2-laning with hard shoulder configuration of Chhumkhum to Tlabung from Design Chainage Km 37.420 to Km 74.950 of NH-302 in Mizoram under Bharatmala Pariyojana on EPC mode [Pkg-B] (NHIDCL) (618363),Ministry of Road Transport & Highways,Roads & Highways,Mizoram,7/1/2021,1/1/2023,740.58,432.25,61.34,58.3664,740.58,0,0,0,12/1/2026,1430,46.98,1
618364,"Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-I Design Chainage 0000 Km to 34795 Km, in the State of Nagaland on EPC mode under NH O-NE (NHIDCL) (618364)",Ministry of Road Transport & Highways,Roads & Highways,Nagaland,8/1/2023,2/1/2026,430.24,0,87,0,430.24,0,0,0,2/1/2026,0,0,0
618365,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-III Design Chainage 69875 Km to 106816 Km in the State of Nagaland on EPC mode under NHO-NE (NHIDCL) (618365),Ministry of Road Transport & Highways,Roads & Highways,Nagaland,8/1/2023,2/1/2026,497.18,0,85.67,0,497.18,0,0,0,2/1/2026,0,0,0
618366,Widening to 2 Lane with Hard shoulder of Akegwo-Avangkhu section of NH-202K for Package-II Design Chainage 34795 Km to 69875 Km in the State of Nagaland on EPC mode under NHO-NE (NHIDCL) (618366),Ministry of Road Transport & Highways,Roads & Highways,Nagaland,8/1/2023,2/1/2026,442.54,0,58.5,0,442.54,0,0,0,2/1/2026,0,0,0
618371,"Widening/Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Srirampur near Bhairiguri Village to Kachukhana Harichara Paglagaunj Package-I of Srirampur - Dhubri Section of NH-127B from existing Km 0.000 to Km 28.050 Design Km 0.000 to Km 27.650, Design Length27.650 Km under JICA ODA Loan assistance Phase-V -Balance work (NHIDCL) (618371)",Ministry of Road Transport & Highways,Roads & Highways,Assam,11/1/2024,11/1/2026,613.89,260.02,84.98,42.3561,613.89,0,0,0,11/1/2026,0,0,0
618372,"Widening / Improvement to 4-Lane with Paved Shoulder configuration of existing single lane road from Kachukhana Harichara Paglagaunj to Dhubri - Phulbari Bridge approach Package-II of Srirampur - Dhubri Section of NH-127B from existing Km 28.050 to Km 55.060 Design Km 27.650 to Km 54.154, Design Length26.504 Km under JICA ODA Loan assistance Phase-V [Srirampur - Dhubri Pkg-2] (NHIDCL) (618372)",Ministry of Road Transport & Highways,Roads & Highways,Assam,1/1/2023,1/1/2025,909.02,638.5,100,70.2405,909.02,0,0,0,6/1/2025,151,4.96,1
